lsoa_cd,lsoa_name,la_name,imd_score,imd_decile,elderly_pct,nocar_pct,nonwhite_pct,unemployment_pct,stop_count,stops_per_1k,ruc_class,cluster,archetype,desert_score,n_deprived
E01026636,Great Yarmouth 002C,Great Yarmouth,23.582,4,34.12749517063748,6.725146198830409,1.6741790083708907,2.3564064801178204,0,0.0,RSF1,2,Elderly Rural,0.5679441724005188,5
E01028866,Shropshire 004C,Shropshire,21.294,5,28.31541218637993,16.74074074074074,3.2188841201716722,2.369281045751634,0,0.0,RSF1,2,Elderly Rural,0.5677443117299378,5
E01019257,Copeland 007A,Cumberland,25.058,4,27.339719970523213,14.285714285714285,1.988217967599415,2.5239338555265447,0,0.0,RLF1,2,Elderly Rural,0.5672713638726593,5
E01007737,Rotherham 013C,Rotherham,71.703,1,8.487084870848708,38.83495145631068,10.332103321033214,8.256107834877843,4,2.458512599877074,UN1,3,Deprived Car-Free Urban,0.5671347131355222,5
E01025250,Preston 016D,Preston,49.63,1,8.402366863905325,38.32236842105263,53.175074183976264,5.877616747181964,1,0.5927682276229994,UN1,1,Deprived Young Diverse Car-Free Urban,0.5670278364451717,8
E01026788,North Norfolk 008C,North Norfolk,22.25,4,34.35731608730801,6.830122591943957,2.9079159935379684,1.8726591760299627,0,0.0,RSF1,2,Elderly Rural,0.5660489710781571,5
E01024986,Fylde 006C,Fylde,33.644,2,37.55431409062694,40.5189620758483,4.536979490366688,4.202801867911941,12,7.453416149068323,UN1,3,Deprived Car-Free Urban,0.5658690196579503,6
E01019293,Copeland 008E,Cumberland,22.481,4,33.07148468185389,8.24372759856631,0.470219435736674,0.6369426751592357,0,0.0,RSF1,2,Elderly Rural,0.565776489371794,5
E01019266,Copeland 004E,Cumberland,30.293,3,18.494152046783626,20.71097372488408,0.8035062089116196,3.4513274336283186,0,0.0,RSF1,0,Affluent Urban,0.5657635215950167,6
E01026752,North Norfolk 007D,North Norfolk,26.063,4,31.187790311877905,7.369942196531793,1.9256308100929598,4.003079291762894,0,0.0,RSF1,2,Elderly Rural,0.5656824012121057,5
E01026622,Great Yarmouth 006A,Great Yarmouth,70.936,1,11.850946854001222,41.83835182250396,5.616605616605619,6.796941376380629,0,0.0,UF1,3,Deprived Car-Free Urban,0.5655479124458395,6
E01017037,Portsmouth 013B,Portsmouth,73.991,1,11.563810665068903,56.09756097560976,25.225225225225223,5.3164556962025316,0,0.0,UN1,3,Deprived Car-Free Urban,0.565406151526998,8
E01026695,King's Lynn and West Norfolk 002D,King's Lynn and West Norfolk,25.036,4,32.410881801125704,6.550665301944729,2.5304592314901564,1.4176663031624863,0,0.0,RSF1,2,Elderly Rural,0.5654011047061507,5
E01007121,Wirral 011B,Wirral,71.942,1,11.899932386747803,48.96755162241888,3.4482758620689613,6.460176991150443,6,4.056795131845842,UN1,3,Deprived Car-Free Urban,0.5653491127054492,5
E01027540,Northumberland 013B,Northumberland,55.531,1,18.04151144225652,39.0832328106152,5.114544485881723,4.707464694014795,12,6.382978723404255,UN1,3,Deprived Car-Free Urban,0.5653225432306506,5
E01026729,North Norfolk 008A,North Norfolk,27.4,3,30.730593607305934,6.532663316582915,1.5510948905109512,1.453790238836968,0,0.0,RSF1,2,Elderly Rural,0.5652542787884385,6
E01006614,Liverpool 012B,Liverpool,68.358,1,16.140667267808837,54.56171735241503,7.394048692515776,6.167400881057269,0,0.0,UN1,3,Deprived Car-Free Urban,0.5652330134093422,7
E01019272,Copeland 006B,Cumberland,35.962,2,19.217081850533805,24.61799660441426,1.493598862019918,3.9377289377289375,0,0.0,RLF1,3,Deprived Car-Free Urban,0.5650955053682004,5
E01026716,King's Lynn and West Norfolk 016E,King's Lynn and West Norfolk,33.782,2,24.70886075949367,8.303249097472925,1.4170040485829927,2.727272727272727,0,0.0,RSF1,2,Elderly Rural,0.5643921108082246,6
E01028999,Shropshire 039C,Shropshire,21.934,4,33.20261437908496,7.934131736526946,0.9842519685039353,1.5957446808510638,0,0.0,RSF1,2,Elderly Rural,0.564320912153393,5
E01008427,Newcastle upon Tyne 030C,Newcastle upon Tyne,68.5,1,12.303075768942236,60.0,15.119760479041922,8.349328214971209,1,0.7473841554559043,UN1,3,Deprived Car-Free Urban,0.5642441204408015,6
E01019115,Allerdale 004E,Cumberland,41.926,2,27.652733118971064,34.89847715736041,2.1235521235521193,3.7472446730345332,0,0.0,RLF1,3,Deprived Car-Free Urban,0.564066780719066,7
E01018738,Cheshire West and Chester 040B,Cheshire West and Chester,61.83,1,11.521739130434783,35.63049853372434,2.9826464208242975,3.349673202614379,5,2.7144408251900107,UF1,3,Deprived Car-Free Urban,0.5640352321009733,5
E01008777,Sunderland 026C,Sunderland,59.431,1,38.92857142857143,54.322305229455715,0.42918454935622075,3.522205206738132,5,3.57653791130186,UN1,3,Deprived Car-Free Urban,0.5638599912881004,5
E01008899,Birmingham 037A,Birmingham,65.002,1,10.17733230531997,49.78165938864629,81.0185185185185,9.119170984455959,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.5636740316747876,9
E01026674,King's Lynn and West Norfolk 012B,King's Lynn and West Norfolk,18.705,5,34.161490683229815,9.375,1.3345195729537407,1.3026052104208417,0,0.0,RSF1,2,Elderly Rural,0.5636097904508965,4
E01019279,Copeland 007C,Cumberland,15.525,6,36.28850488354621,9.350237717908081,2.033132530120485,1.6536118363794605,0,0.0,RSF1,2,Elderly Rural,0.5632905145498736,5
E01026642,King's Lynn and West Norfolk 014A,King's Lynn and West Norfolk,23.667,4,31.690140845070424,7.804878048780488,2.1111893033075257,0.9876543209876543,0,0.0,RSF1,2,Elderly Rural,0.5630959799463859,5
E01026442,Breckland 002A,Breckland,23.592,4,31.962616822429908,7.461139896373056,1.3999066728884735,2.009777294948398,0,0.0,RSF1,2,Elderly Rural,0.5629994150418256,5
E01019259,Copeland 008A,Cumberland,25.758,4,27.741935483870968,11.149825783972126,3.074433656957931,1.1505273250239694,0,0.0,RSF1,2,Elderly Rural,0.5629685621935033,5
E01019283,Copeland 008B,Cumberland,17.936,5,29.928894634776988,15.55944055944056,2.709677419354839,1.239067055393586,0,0.0,RSF1,2,Elderly Rural,0.5628887026024534,5
E01019141,Barrow-in-Furness 008A,Westmorland and Furness,57.678,1,16.764953664700926,66.66666666666666,7.329401853411966,4.747774480712167,0,0.0,UF1,3,Deprived Car-Free Urban,0.5627479736816482,7
E01018264,South Cambridgeshire 016E,South Cambridgeshire,15.683,6,26.72090112640801,21.8705035971223,4.049844236760125,1.283987915407855,0,0.0,RLN1,0,Affluent Urban,0.5624256911640398,3
E01026892,South Norfolk 012A,South Norfolk,24.303,4,29.277864992150704,10.12216404886562,2.356637863315003,3.096539162112933,0,0.0,RSF1,2,Elderly Rural,0.5622664062895865,5
E01026625,Great Yarmouth 006D,Great Yarmouth,80.525,1,10.880262438490979,59.29203539823009,13.373362445414848,9.168609168609168,0,0.0,UF1,3,Deprived Car-Free Urban,0.5621599881016873,6
E01028994,Shropshire 037A,Shropshire,22.955,4,32.546786004882016,6.871609403254973,2.5182778229081992,1.8518518518518516,0,0.0,RSF1,2,Elderly Rural,0.5621098224092931,5
E01018068,Fenland 004C,Fenland,36.138,2,23.61553150859325,6.511627906976744,2.986022871664551,3.5552193645990924,0,0.0,RSF1,2,Elderly Rural,0.5620509875994859,6
E01028841,Shropshire 029D,Shropshire,23.943,4,25.166444740346204,15.820029027576195,1.866666666666672,2.9944838455476757,0,0.0,UN1,2,Elderly Rural,0.561695934106047,5
E01019280,Copeland 002B,Cumberland,56.683,1,28.985507246376812,54.83558994197292,7.448275862068964,4.063860667634253,0,0.0,UF1,3,Deprived Car-Free Urban,0.5610439989712683,8
E01026643,King's Lynn and West Norfolk 014B,King's Lynn and West Norfolk,22.051,4,31.91027496382055,7.516339869281046,0.6507592190889366,2.1612635078969245,0,0.0,RSF1,2,Elderly Rural,0.5596863817827541,5
E01015667,Peterborough 019A,Peterborough,22.013,4,18.15680880330124,26.242236024844722,8.47107438016529,3.1841652323580036,0,0.0,UN1,0,Affluent Urban,0.5595090723803902,2
E01028845,Shropshire 027D,Shropshire,5.932,9,40.06211180124223,11.620111731843576,3.7267080745341574,2.009184845005741,0,0.0,RLN1,0,Affluent Urban,0.5595020163747872,3
E01026718,King's Lynn and West Norfolk 004D,King's Lynn and West Norfolk,23.837,4,29.45533769063181,9.003831417624522,1.7000871839581544,2.082275266632809,0,0.0,RSF1,2,Elderly Rural,0.5593142018380598,5
E01016942,Brighton and Hove 031C,Brighton and Hove,62.9,1,32.8397673188789,73.89210019267823,16.00633914421553,2.7898326100433977,6,3.1695721077654517,UN1,3,Deprived Car-Free Urban,0.5589661159175007,5
E01019304,Copeland 007F,Cumberland,20.074,5,33.36330935251798,7.037037037037037,2.156334231805934,1.5888778550148956,0,0.0,RSF1,2,Elderly Rural,0.5588485869429677,5
E01026624,Great Yarmouth 006C,Great Yarmouth,78.584,1,13.0546955624355,58.817204301075265,12.835051546391751,6.305732484076433,0,0.0,UF1,3,Deprived Car-Free Urban,0.5586830986936625,7
E01017035,Portsmouth 018A,Portsmouth,77.562,1,14.416475972540047,63.42412451361867,31.605922551252853,7.478122513922036,2,1.1409013120365088,UN1,3,Deprived Car-Free Urban,0.5586324593823371,8
E01006562,Liverpool 018E,Liverpool,69.625,1,13.553607552258933,65.75539568345323,21.22641509433962,6.0449050086355784,2,1.3477088948787064,UN1,3,Deprived Car-Free Urban,0.5584517187235478,8
E01008380,Newcastle upon Tyne 008G,Newcastle upon Tyne,68.223,1,8.0,58.82352941176471,39.51527924130664,6.024096385542169,2,1.0520778537611783,UN1,3,Deprived Car-Free Urban,0.5584243190693481,8
E01028851,Shropshire 029F,Shropshire,13.705,7,35.24904214559387,10.21377672209026,0.5476451259583737,1.257861635220126,0,0.0,RLN1,2,Elderly Rural,0.5581781630285659,5
E01028859,Shropshire 034E,Shropshire,24.243,4,31.75438596491228,4.918032786885246,2.397660818713454,2.0066889632107023,0,0.0,RSN1,2,Elderly Rural,0.5580545332741222,5
E01026776,North Norfolk 013C,North Norfolk,21.189,5,33.63279056709714,20.020746887966805,2.3542600896861,2.239283429302623,0,0.0,RLF1,0,Affluent Urban,0.5580381818622027,4
E01026888,South Norfolk 015A,South Norfolk,24.575,4,33.67655966081163,26.62420382165605,5.09090909090909,2.60196905766526,0,0.0,UF1,0,Affluent Urban,0.5580293180853709,3
E01012889,Kingston upon Hull 030B,"Kingston upon Hull, City of",65.709,1,13.214505224339273,59.44517833553501,13.70620774431469,5.365474339035769,17,10.448678549477565,UN1,3,Deprived Car-Free Urban,0.5580210942182429,6
E01021953,Rochford 004C,Rochford,46.124,1,12.08955223880597,28.22429906542056,3.9581777445855115,5.788423153692615,0,0.0,UN1,3,Deprived Car-Free Urban,0.5580154829979828,6
E01018084,Fenland 005D,Fenland,20.163,5,27.962320277640057,13.867822318526542,3.712871287128716,2.09668025626092,0,0.0,UF1,0,Affluent Urban,0.5578294186481495,4
E01026730,North Norfolk 008B,North Norfolk,24.17,4,28.397486252945797,10.986159169550174,1.571091908876665,1.5471167369901548,0,0.0,RSF1,2,Elderly Rural,0.5576210065594014,5
E01028826,Shropshire 027A,Shropshire,16.048,6,28.92837312604109,16.34980988593156,10.511679644048943,1.8447837150127224,0,0.0,RLN1,0,Affluent Urban,0.5575869257514029,4
E01011375,Leeds 086D,Leeds,65.793,1,4.224675948151704,53.97973950795948,76.79769894534996,8.248816768086545,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.5574683354678351,8
E01032428,Wyre Forest 011B,Wyre Forest,23.495,4,33.26860841423948,20.25462962962963,3.813833225597929,2.9681978798586575,4,2.5839793281653747,RLF1,2,Elderly Rural,0.5574292963654,4
E01014358,Stoke-on-Trent 002B,Stoke-on-Trent,56.395,1,15.912518853695323,32.53234750462107,10.585585585585589,3.4965034965034967,4,3.0097817908201656,UN1,3,Deprived Car-Free Urban,0.5573769923018765,4
E01026597,Great Yarmouth 005C,Great Yarmouth,78.831,1,11.729323308270677,57.04365079365079,13.032581453634084,7.007575757575757,0,0.0,UF1,3,Deprived Car-Free Urban,0.5569435713255348,7
